GP,Compound,TyreLife,deg_delta,n_samples
70th Anniversary Grand Prix,HARD,2,0.0,27
70th Anniversary Grand Prix,HARD,3,0.028,31
70th Anniversary Grand Prix,HARD,4,0.365,32
70th Anniversary Grand Prix,HARD,5,0.2145,32
70th Anniversary Grand Prix,HARD,6,0.309,34
70th Anniversary Grand Prix,HARD,7,0.56,34
70th Anniversary Grand Prix,HARD,8,0.653,34
70th Anniversary Grand Prix,HARD,9,0.417,33
70th Anniversary Grand Prix,HARD,10,0.5175,32
70th Anniversary Grand Prix,HARD,11,0.585,32
70th Anniversary Grand Prix,HARD,12,0.469,31
70th Anniversary Grand Prix,HARD,13,0.678,29
70th Anniversary Grand Prix,HARD,14,0.348,27
70th Anniversary Grand Prix,HARD,15,0.563,25
70th Anniversary Grand Prix,HARD,16,0.553,23
70th Anniversary Grand Prix,HARD,17,0.308,21
70th Anniversary Grand Prix,HARD,18,0.225,21
70th Anniversary Grand Prix,HARD,19,0.306,18
70th Anniversary Grand Prix,HARD,20,0.3695,16
70th Anniversary Grand Prix,HARD,21,0.089,15
70th Anniversary Grand Prix,HARD,22,0.8205,12
70th Anniversary Grand Prix,HARD,23,0.404,9
70th Anniversary Grand Prix,HARD,24,0.703,7
70th Anniversary Grand Prix,HARD,25,0.726,7
70th Anniversary Grand Prix,HARD,26,0.496,5
70th Anniversary Grand Prix,HARD,27,0.394,4
70th Anniversary Grand Prix,HARD,28,0.177,4
70th Anniversary Grand Prix,HARD,29,0.174,3
70th Anniversary Grand Prix,MEDIUM,2,0.0,3
70th Anniversary Grand Prix,MEDIUM,3,-0.22,4
70th Anniversary Grand Prix,MEDIUM,4,0.0,7
70th Anniversary Grand Prix,MEDIUM,5,0.0,16
70th Anniversary Grand Prix,MEDIUM,6,-0.313,16
70th Anniversary Grand Prix,MEDIUM,7,-0.216,17
70th Anniversary Grand Prix,MEDIUM,8,0.122,17
70th Anniversary Grand Prix,MEDIUM,9,0.102,18
70th Anniversary Grand Prix,MEDIUM,10,0.067,17
70th Anniversary Grand Prix,MEDIUM,11,0.117,17
70th Anniversary Grand Prix,MEDIUM,12,0.158,17
70th Anniversary Grand Prix,MEDIUM,13,-0.083,17
70th Anniversary Grand Prix,MEDIUM,14,0.048,17
70th Anniversary Grand Prix,MEDIUM,15,0.1495,14
70th Anniversary Grand Prix,MEDIUM,16,0.066,13
70th Anniversary Grand Prix,MEDIUM,17,0.226,11
70th Anniversary Grand Prix,MEDIUM,18,-0.4405,8
70th Anniversary Grand Prix,MEDIUM,19,-0.4475,6
70th Anniversary Grand Prix,MEDIUM,20,-0.057,5
Abu Dhabi Grand Prix,HARD,2,0.0,103
Abu Dhabi Grand Prix,HARD,3,0.071,119
Abu Dhabi Grand Prix,HARD,4,0.094,132
Abu Dhabi Grand Prix,HARD,5,0.2,135
Abu Dhabi Grand Prix,HARD,6,0.2665,132
Abu Dhabi Grand Prix,HARD,7,0.2635,134
Abu Dhabi Grand Prix,HARD,8,0.4225,134
Abu Dhabi Grand Prix,HARD,9,0.379,135
Abu Dhabi Grand Prix,HARD,10,0.461,133
Abu Dhabi Grand Prix,HARD,11,0.425,132
Abu Dhabi Grand Prix,HARD,12,0.5125,128
Abu Dhabi Grand Prix,HARD,13,0.56,130
Abu Dhabi Grand Prix,HARD,14,0.563,129
Abu Dhabi Grand Prix,HARD,15,0.588,131
Abu Dhabi Grand Prix,HARD,16,0.6815,128
Abu Dhabi Grand Prix,HARD,17,0.7495,124
Abu Dhabi Grand Prix,HARD,18,0.654,116
Abu Dhabi Grand Prix,HARD,19,0.712,113
Abu Dhabi Grand Prix,HARD,20,0.833,109
Abu Dhabi Grand Prix,HARD,21,0.839,107
Abu Dhabi Grand Prix,HARD,22,0.956,106
Abu Dhabi Grand Prix,HARD,23,0.951,96
Abu Dhabi Grand Prix,HARD,24,0.8925,86
Abu Dhabi Grand Prix,HARD,25,1.0175,82
Abu Dhabi Grand Prix,HARD,26,0.981,75
Abu Dhabi Grand Prix,HARD,27,0.925,67
Abu Dhabi Grand Prix,HARD,28,0.89,63
Abu Dhabi Grand Prix,HARD,29,1.001,60
Abu Dhabi Grand Prix,HARD,30,0.9625,56
Abu Dhabi Grand Prix,HARD,31,0.9855,50
Abu Dhabi Grand Prix,HARD,32,1.199,50
Abu Dhabi Grand Prix,HARD,33,1.251,44
Abu Dhabi Grand Prix,HARD,34,0.984,40
Abu Dhabi Grand Prix,HARD,35,1.4135,38
Abu Dhabi Grand Prix,HARD,36,1.224,33
Abu Dhabi Grand Prix,HARD,37,1.2085,30
Abu Dhabi Grand Prix,HARD,38,1.422,27
Abu Dhabi Grand Prix,HARD,39,1.208,25
Abu Dhabi Grand Prix,HARD,40,1.8,21
Abu Dhabi Grand Prix,HARD,41,1.477,21
Abu Dhabi Grand Prix,HARD,42,1.452,20
Abu Dhabi Grand Prix,HARD,43,1.171,20
Abu Dhabi Grand Prix,HARD,44,0.831,17
Abu Dhabi Grand Prix,HARD,45,2.2865,14
Abu Dhabi Grand Prix,MEDIUM,2,0.0,57
Abu Dhabi Grand Prix,MEDIUM,3,-0.485,69
Abu Dhabi Grand Prix,MEDIUM,4,0.0,87
Abu Dhabi Grand Prix,MEDIUM,5,-0.056,96
Abu Dhabi Grand Prix,MEDIUM,6,-0.024,98
Abu Dhabi Grand Prix,MEDIUM,7,-0.114,99
Abu Dhabi Grand Prix,MEDIUM,8,0.057,101
Abu Dhabi Grand Prix,MEDIUM,9,0.198,98
Abu Dhabi Grand Prix,MEDIUM,10,0.3215,96
Abu Dhabi Grand Prix,MEDIUM,11,0.348,95
Abu Dhabi Grand Prix,MEDIUM,12,0.533,89
Abu Dhabi Grand Prix,MEDIUM,13,0.6095,80
Abu Dhabi Grand Prix,MEDIUM,14,0.628,73
Abu Dhabi Grand Prix,MEDIUM,15,0.644,61
Abu Dhabi Grand Prix,MEDIUM,16,0.671,58
Abu Dhabi Grand Prix,MEDIUM,17,0.7485,48
Abu Dhabi Grand Prix,MEDIUM,18,0.57,45
Abu Dhabi Grand Prix,MEDIUM,19,0.748,42
Abu Dhabi Grand Prix,MEDIUM,20,0.782,34
Abu Dhabi Grand Prix,MEDIUM,21,0.629,33
Abu Dhabi Grand Prix,MEDIUM,22,0.907,26
Abu Dhabi Grand Prix,MEDIUM,23,0.8425,22
Abu Dhabi Grand Prix,MEDIUM,24,0.961,22
Abu Dhabi Grand Prix,MEDIUM,25,0.935,18
Abu Dhabi Grand Prix,MEDIUM,26,0.568,16
Abu Dhabi Grand Prix,MEDIUM,27,0.801,13
Abu Dhabi Grand Prix,MEDIUM,28,1.236,11
Abu Dhabi Grand Prix,MEDIUM,29,-0.0735,6
Abu Dhabi Grand Prix,MEDIUM,30,-0.3625,4
Abu Dhabi Grand Prix,MEDIUM,31,-0.3935,4
Abu Dhabi Grand Prix,MEDIUM,32,0.027,3
Abu Dhabi Grand Prix,MEDIUM,33,0.009,3
Abu Dhabi Grand Prix,MEDIUM,34,-0.069,3
Abu Dhabi Grand Prix,SOFT,2,0.0,5
Abu Dhabi Grand Prix,SOFT,3,0.568,5
Abu Dhabi Grand Prix,SOFT,4,0.6205,6
Abu Dhabi Grand Prix,SOFT,5,0.0,22
Abu Dhabi Grand Prix,SOFT,6,-0.151,23
Abu Dhabi Grand Prix,SOFT,7,-0.002,23
Abu Dhabi Grand Prix,SOFT,8,0.084,23
Abu Dhabi Grand Prix,SOFT,9,0.092,23
Abu Dhabi Grand Prix,SOFT,10,0.003,23
Abu Dhabi Grand Prix,SOFT,11,0.3005,22
Abu Dhabi Grand Prix,SOFT,12,0.189,22
Abu Dhabi Grand Prix,SOFT,13,0.3745,18
Abu Dhabi Grand Prix,SOFT,14,0.395,15
Abu Dhabi Grand Prix,SOFT,15,0.258,13
Abu Dhabi Grand Prix,SOFT,16,0.42,11
Abu Dhabi Grand Prix,SOFT,17,0.6575,10
Abu Dhabi Grand Prix,SOFT,18,0.483,7
Abu Dhabi Grand Prix,SOFT,19,0.6805,8
Abu Dhabi Grand Prix,SOFT,20,1.36,7
Abu Dhabi Grand Prix,SOFT,21,2.041,3
Australian Grand Prix,HARD,2,0.0,36
Australian Grand Prix,HARD,3,0.0,56
Australian Grand Prix,HARD,4,-0.105,59
Australian Grand Prix,HARD,5,-0.04,59
Australian Grand Prix,HARD,6,-0.225,61
Australian Grand Prix,HARD,7,-0.253,62
Australian Grand Prix,HARD,8,-0.0675,64
Australian Grand Prix,HARD,9,-0.138,67
Australian Grand Prix,HARD,10,-0.187,60
Australian Grand Prix,HARD,11,-0.222,59
Australian Grand Prix,HARD,12,-0.214,67
Australian Grand Prix,HARD,13,-0.202,72
Australian Grand Prix,HARD,14,-0.082,75
Australian Grand Prix,HARD,15,-0.0335,74
Australian Grand Prix,HARD,16,0.0605,70
Australian Grand Prix,HARD,17,0.217,62
Australian Grand Prix,HARD,18,0.078,59
Australian Grand Prix,HARD,19,0.272,63
Australian Grand Prix,HARD,20,0.243,64
Australian Grand Prix,HARD,21,0.005,57
Australian Grand Prix,HARD,22,-0.165,55
Australian Grand Prix,HARD,23,0.152,53
Australian Grand Prix,HARD,24,-0.063,49
Australian Grand Prix,HARD,25,-0.321,45
Australian Grand Prix,HARD,26,-0.215,44
Australian Grand Prix,HARD,27,-0.3475,42
Australian Grand Prix,HARD,28,-0.198,43
Australian Grand Prix,HARD,29,-0.234,43
Australian Grand Prix,HARD,30,-0.294,40
Australian Grand Prix,HARD,31,-0.551,37
Australian Grand Prix,HARD,32,-0.585,37
Australian Grand Prix,HARD,33,-0.687,36
Australian Grand Prix,HARD,34,-0.4435,36
Australian Grand Prix,HARD,35,-0.567,35
Australian Grand Prix,HARD,36,-0.448,31
Australian Grand Prix,HARD,37,-0.196,28
Australian Grand Prix,HARD,38,-0.568,26
Australian Grand Prix,HARD,39,-0.938,21
Australian Grand Prix,HARD,40,-0.867,20
Australian Grand Prix,HARD,41,-0.838,21
Australian Grand Prix,HARD,42,-0.63,20
Australian Grand Prix,HARD,43,-0.683,19
Australian Grand Prix,HARD,44,-0.5935,18
Australian Grand Prix,HARD,45,-1.194,15
Australian Grand Prix,MEDIUM,2,0.0,25
Australian Grand Prix,MEDIUM,3,0.0,27
Australian Grand Prix,MEDIUM,4,-0.0185,26
Australian Grand Prix,MEDIUM,5,0.014,28
Australian Grand Prix,MEDIUM,6,-0.117,29
Australian Grand Prix,MEDIUM,7,-0.0235,34
Australian Grand Prix,MEDIUM,8,0.0135,36
Australian Grand Prix,MEDIUM,9,0.087,33
Australian Grand Prix,MEDIUM,10,0.0475,30
Australian Grand Prix,MEDIUM,11,0.222,30
Australian Grand Prix,MEDIUM,12,0.231,31
Australian Grand Prix,MEDIUM,13,0.481,30
Australian Grand Prix,MEDIUM,14,0.414,29
Australian Grand Prix,MEDIUM,15,0.318,29
Australian Grand Prix,MEDIUM,16,0.463,25
Australian Grand Prix,MEDIUM,17,0.445,25
Australian Grand Prix,MEDIUM,18,0.3825,22
Australian Grand Prix,MEDIUM,19,0.378,18
Australian Grand Prix,MEDIUM,20,0.7965,20
Australian Grand Prix,MEDIUM,21,0.424,17
Australian Grand Prix,MEDIUM,22,0.755,15
Australian Grand Prix,MEDIUM,23,0.64,14
Australian Grand Prix,MEDIUM,24,0.6875,14
Australian Grand Prix,MEDIUM,25,0.775,13
Australian Grand Prix,MEDIUM,26,0.914,11
Australian Grand Prix,MEDIUM,27,1.043,10
Australian Grand Prix,MEDIUM,28,0.905,9
Australian Grand Prix,MEDIUM,29,0.964,9
Australian Grand Prix,MEDIUM,30,1.256,9
Australian Grand Prix,MEDIUM,31,0.927,9
Australian Grand Prix,MEDIUM,32,1.122,9
Australian Grand Prix,MEDIUM,33,1.318,9
Australian Grand Prix,MEDIUM,34,1.1205,8
Australian Grand Prix,MEDIUM,35,1.888,7
Australian Grand Prix,MEDIUM,36,1.413,7
Australian Grand Prix,MEDIUM,37,1.619,5
Australian Grand Prix,MEDIUM,38,1.694,5
Australian Grand Prix,MEDIUM,39,1.385,5
Australian Grand Prix,MEDIUM,40,1.295,5
Australian Grand Prix,MEDIUM,41,1.985,5
Australian Grand Prix,MEDIUM,42,2.021,5
Australian Grand Prix,MEDIUM,43,2.26,5
Australian Grand Prix,MEDIUM,44,2.426,3
Australian Grand Prix,SOFT,2,0.0,7
Australian Grand Prix,SOFT,3,0.0,9
Australian Grand Prix,SOFT,4,0.124,9
Australian Grand Prix,SOFT,5,0.0,16
Australian Grand Prix,SOFT,6,-0.2665,18
Australian Grand Prix,SOFT,7,-0.223,17
Australian Grand Prix,SOFT,8,-0.178,18
Australian Grand Prix,SOFT,9,-0.053,17
Australian Grand Prix,SOFT,10,-0.228,17
Australian Grand Prix,SOFT,11,-0.012,17
Australian Grand Prix,SOFT,12,0.3345,16
Australian Grand Prix,SOFT,13,0.064,16
Australian Grand Prix,SOFT,14,-0.042,14
Australian Grand Prix,SOFT,15,0.287,13
Australian Grand Prix,SOFT,16,-0.3855,10
Australian Grand Prix,SOFT,17,-0.2725,8
Australian Grand Prix,SOFT,18,-0.325,5
Australian Grand Prix,SOFT,19,-0.456,5
Australian Grand Prix,SOFT,20,-0.195,5
Australian Grand Prix,SOFT,21,-0.3635,4
Australian Grand Prix,SOFT,22,-0.569,4
Australian Grand Prix,SOFT,23,-0.483,4
Australian Grand Prix,SOFT,24,-0.513,4
Australian Grand Prix,SOFT,25,-0.093,4
Australian Grand Prix,SOFT,27,1.018,3
Austrian Grand Prix,HARD,2,0.0,107
Austrian Grand Prix,HARD,3,0.0,115
Austrian Grand Prix,HARD,4,0.102,118
Austrian Grand Prix,HARD,5,0.23,119
Austrian Grand Prix,HARD,6,0.259,121
Austrian Grand Prix,HARD,7,0.303,122
Austrian Grand Prix,HARD,8,0.428,123
Austrian Grand Prix,HARD,9,0.473,118
Austrian Grand Prix,HARD,10,0.535,123
Austrian Grand Prix,HARD,11,0.672,119
Austrian Grand Prix,HARD,12,0.703,115
Austrian Grand Prix,HARD,13,0.7925,116
Austrian Grand Prix,HARD,14,0.8665,118
Austrian Grand Prix,HARD,15,1.089,111
Austrian Grand Prix,HARD,16,1.166,113
Austrian Grand Prix,HARD,17,1.143,110
Austrian Grand Prix,HARD,18,1.1205,116
Austrian Grand Prix,HARD,19,1.207,113
Austrian Grand Prix,HARD,20,1.317,107
Austrian Grand Prix,HARD,21,1.255,103
Austrian Grand Prix,HARD,22,1.301,93
Austrian Grand Prix,HARD,23,1.5365,84
Austrian Grand Prix,HARD,24,1.519,83
Austrian Grand Prix,HARD,25,1.5545,74
Austrian Grand Prix,HARD,26,1.583,73
Austrian Grand Prix,HARD,27,1.702,61
Austrian Grand Prix,HARD,28,1.4625,52
Austrian Grand Prix,HARD,29,1.515,48
Austrian Grand Prix,HARD,30,1.4,41
Austrian Grand Prix,HARD,31,1.5135,40
Austrian Grand Prix,HARD,32,1.367,35
Austrian Grand Prix,HARD,33,1.335,35
Austrian Grand Prix,HARD,34,1.496,33
Austrian Grand Prix,HARD,35,1.364,32
Austrian Grand Prix,HARD,36,1.5935,30
Austrian Grand Prix,HARD,37,1.826,29
Austrian Grand Prix,HARD,38,1.553,27
Austrian Grand Prix,HARD,39,1.653,24
Austrian Grand Prix,HARD,40,2.036,23
Austrian Grand Prix,HARD,41,2.322,21
Austrian Grand Prix,HARD,42,1.715,16
Austrian Grand Prix,HARD,43,1.764,11
Austrian Grand Prix,HARD,44,2.2805,10
Austrian Grand Prix,HARD,45,2.405,9
Austrian Grand Prix,MEDIUM,2,0.0,50
Austrian Grand Prix,MEDIUM,3,0.0,75
Austrian Grand Prix,MEDIUM,4,-0.0295,86
Austrian Grand Prix,MEDIUM,5,0.07,94
Austrian Grand Prix,MEDIUM,6,0.1445,98
Austrian Grand Prix,MEDIUM,7,0.265,101
Austrian Grand Prix,MEDIUM,8,0.244,107
Austrian Grand Prix,MEDIUM,9,0.236,108
Austrian Grand Prix,MEDIUM,10,0.303,106
Austrian Grand Prix,MEDIUM,11,0.413,99
Austrian Grand Prix,MEDIUM,12,0.4575,102
Austrian Grand Prix,MEDIUM,13,0.481,92
Austrian Grand Prix,MEDIUM,14,0.7105,82
Austrian Grand Prix,MEDIUM,15,0.7375,78
Austrian Grand Prix,MEDIUM,16,0.74,75
Austrian Grand Prix,MEDIUM,17,0.956,77
Austrian Grand Prix,MEDIUM,18,0.963,71
Austrian Grand Prix,MEDIUM,19,0.638,65
Austrian Grand Prix,MEDIUM,20,0.894,58
Austrian Grand Prix,MEDIUM,21,0.824,55
Austrian Grand Prix,MEDIUM,22,0.829,50
Austrian Grand Prix,MEDIUM,23,1.1185,46
Austrian Grand Prix,MEDIUM,24,0.987,45
Austrian Grand Prix,MEDIUM,25,0.8225,40
Austrian Grand Prix,MEDIUM,26,0.8805,36
Austrian Grand Prix,MEDIUM,27,0.901,31
Austrian Grand Prix,MEDIUM,28,0.448,26
Austrian Grand Prix,MEDIUM,29,0.704,24
Austrian Grand Prix,MEDIUM,30,0.5095,20
Austrian Grand Prix,MEDIUM,31,0.7605,18
Austrian Grand Prix,MEDIUM,32,0.741,17
Austrian Grand Prix,MEDIUM,33,1.18,13
Austrian Grand Prix,MEDIUM,34,0.6085,8
Austrian Grand Prix,MEDIUM,35,0.263,5
Austrian Grand Prix,MEDIUM,36,0.758,5
Austrian Grand Prix,MEDIUM,37,0.561,4
Austrian Grand Prix,MEDIUM,38,0.566,4
Austrian Grand Prix,MEDIUM,39,0.447,4
Austrian Grand Prix,MEDIUM,40,1.2965,4
Austrian Grand Prix,MEDIUM,41,1.583,3
Austrian Grand Prix,MEDIUM,42,1.454,3
Austrian Grand Prix,SOFT,3,0.0,3
Austrian Grand Prix,SOFT,4,0.0,5
Austrian Grand Prix,SOFT,5,0.0,17
Austrian Grand Prix,SOFT,6,-0.504,18
Austrian Grand Prix,SOFT,7,-0.471,22
Austrian Grand Prix,SOFT,8,-0.862,22
Austrian Grand Prix,SOFT,9,-1.0405,22
Austrian Grand Prix,SOFT,10,-0.691,22
Austrian Grand Prix,SOFT,11,-0.809,23
Austrian Grand Prix,SOFT,12,-0.665,23
Austrian Grand Prix,SOFT,13,-0.527,22
Austrian Grand Prix,SOFT,14,-0.6,21
Austrian Grand Prix,SOFT,15,-0.0495,20
Austrian Grand Prix,SOFT,16,-0.281,18
Austrian Grand Prix,SOFT,17,-0.286,17
Austrian Grand Prix,SOFT,18,-0.068,15
Austrian Grand Prix,SOFT,19,-0.37,15
Austrian Grand Prix,SOFT,20,-0.273,15
Austrian Grand Prix,SOFT,21,-0.18,15
Austrian Grand Prix,SOFT,22,-0.2345,14
Austrian Grand Prix,SOFT,23,0.1655,14
Austrian Grand Prix,SOFT,24,0.124,7
Austrian Grand Prix,SOFT,25,0.3845,4
Austrian Grand Prix,SOFT,26,0.304,3
Azerbaijan Grand Prix,HARD,2,0.0,55
Azerbaijan Grand Prix,HARD,3,0.0,72
Azerbaijan Grand Prix,HARD,4,-0.211,77
Azerbaijan Grand Prix,HARD,5,-0.3165,76
Azerbaijan Grand Prix,HARD,6,-0.2725,80
Azerbaijan Grand Prix,HARD,7,-0.3665,80
Azerbaijan Grand Prix,HARD,8,-0.217,81
Azerbaijan Grand Prix,HARD,9,-0.312,78
Azerbaijan Grand Prix,HARD,10,-0.313,77
Azerbaijan Grand Prix,HARD,11,-0.279,80
Azerbaijan Grand Prix,HARD,12,-0.2,81
Azerbaijan Grand Prix,HARD,13,-0.097,78
Azerbaijan Grand Prix,HARD,14,-0.2085,76
Azerbaijan Grand Prix,HARD,15,-0.062,75
Azerbaijan Grand Prix,HARD,16,-0.099,75
Azerbaijan Grand Prix,HARD,17,0.053,75
Azerbaijan Grand Prix,HARD,18,-0.027,75
Azerbaijan Grand Prix,HARD,19,0.069,71
Azerbaijan Grand Prix,HARD,20,-0.019,64
Azerbaijan Grand Prix,HARD,21,-0.0465,62
Azerbaijan Grand Prix,HARD,22,-0.0415,56
Azerbaijan Grand Prix,HARD,23,-0.094,55
Azerbaijan Grand Prix,HARD,24,-0.081,51
Azerbaijan Grand Prix,HARD,25,0.021,49
Azerbaijan Grand Prix,HARD,26,0.0255,54
Azerbaijan Grand Prix,HARD,27,0.0645,56
Azerbaijan Grand Prix,HARD,28,-0.092,57
Azerbaijan Grand Prix,HARD,29,-0.097,54
Azerbaijan Grand Prix,HARD,30,-0.1735,54
Azerbaijan Grand Prix,HARD,31,-0.0965,52
Azerbaijan Grand Prix,HARD,32,-0.053,52
Azerbaijan Grand Prix,HARD,33,-0.1495,48
Azerbaijan Grand Prix,HARD,34,-0.1225,42
Azerbaijan Grand Prix,HARD,35,0.088,40
Azerbaijan Grand Prix,HARD,36,-0.3945,34
Azerbaijan Grand Prix,HARD,37,-0.559,30
Azerbaijan Grand Prix,HARD,38,-0.381,23
Azerbaijan Grand Prix,HARD,39,-0.337,22
Azerbaijan Grand Prix,HARD,40,-0.778,20
Azerbaijan Grand Prix,HARD,41,-0.688,16
Azerbaijan Grand Prix,HARD,42,-0.623,14
Azerbaijan Grand Prix,HARD,43,-0.612,11
Azerbaijan Grand Prix,HARD,44,-0.6365,6
Azerbaijan Grand Prix,HARD,45,-0.488,5
Azerbaijan Grand Prix,MEDIUM,2,0.0,56
Azerbaijan Grand Prix,MEDIUM,3,-0.248,62
Azerbaijan Grand Prix,MEDIUM,4,-0.375,65
Azerbaijan Grand Prix,MEDIUM,5,-0.4075,68
Azerbaijan Grand Prix,MEDIUM,6,-0.399,67
Azerbaijan Grand Prix,MEDIUM,7,-0.4145,70
Azerbaijan Grand Prix,MEDIUM,8,-0.35,67
Azerbaijan Grand Prix,MEDIUM,9,-0.44,51
Azerbaijan Grand Prix,MEDIUM,10,-0.215,47
Azerbaijan Grand Prix,MEDIUM,11,-0.2035,44
Azerbaijan Grand Prix,MEDIUM,12,-0.156,40
Azerbaijan Grand Prix,MEDIUM,13,-0.162,36
Azerbaijan Grand Prix,MEDIUM,14,0.146,34
Azerbaijan Grand Prix,MEDIUM,15,0.342,30
Azerbaijan Grand Prix,MEDIUM,16,0.13,28
Azerbaijan Grand Prix,MEDIUM,17,0.123,23
Azerbaijan Grand Prix,MEDIUM,18,0.1435,20
Azerbaijan Grand Prix,MEDIUM,19,-0.032,17
Azerbaijan Grand Prix,MEDIUM,20,0.14,18
Azerbaijan Grand Prix,MEDIUM,21,0.042,17
Azerbaijan Grand Prix,MEDIUM,22,0.123,17
Azerbaijan Grand Prix,MEDIUM,23,-0.147,17
Azerbaijan Grand Prix,MEDIUM,24,0.037,16
Azerbaijan Grand Prix,MEDIUM,25,0.0025,14
Azerbaijan Grand Prix,MEDIUM,26,-0.155,12
Azerbaijan Grand Prix,MEDIUM,27,-0.346,11
Azerbaijan Grand Prix,MEDIUM,28,-0.001,11
Azerbaijan Grand Prix,MEDIUM,29,-0.163,11
Azerbaijan Grand Prix,MEDIUM,30,0.124,11
Azerbaijan Grand Prix,MEDIUM,31,-0.247,13
Azerbaijan Grand Prix,MEDIUM,32,-0.1085,12
Azerbaijan Grand Prix,MEDIUM,33,-0.237,11
Azerbaijan Grand Prix,MEDIUM,34,0.1055,10
Azerbaijan Grand Prix,MEDIUM,35,-0.1255,10
Azerbaijan Grand Prix,MEDIUM,36,0.027,11
Azerbaijan Grand Prix,MEDIUM,37,-0.108,11
Azerbaijan Grand Prix,MEDIUM,38,0.0555,10
Azerbaijan Grand Prix,MEDIUM,39,-0.022,7
Azerbaijan Grand Prix,MEDIUM,40,1.117,5
Azerbaijan Grand Prix,MEDIUM,41,0.1115,4
Azerbaijan Grand Prix,SOFT,2,0.0,6
Azerbaijan Grand Prix,SOFT,3,-0.1775,10
Azerbaijan Grand Prix,SOFT,4,0.0,11
Azerbaijan Grand Prix,SOFT,5,0.0,18
Azerbaijan Grand Prix,SOFT,6,-0.424,21
Azerbaijan Grand Prix,SOFT,7,-0.552,24
Azerbaijan Grand Prix,SOFT,8,0.0,25
Azerbaijan Grand Prix,SOFT,9,-0.9315,24
Azerbaijan Grand Prix,SOFT,10,-0.883,21
Azerbaijan Grand Prix,SOFT,11,-0.591,21
Azerbaijan Grand Prix,SOFT,12,-1.128,17
Azerbaijan Grand Prix,SOFT,13,-0.6325,14
Azerbaijan Grand Prix,SOFT,14,-0.709,14
Azerbaijan Grand Prix,SOFT,15,0.545,9
Azerbaijan Grand Prix,SOFT,16,0.097,3
Bahrain Grand Prix,HARD,2,0.0,112
Bahrain Grand Prix,HARD,3,0.128,115
Bahrain Grand Prix,HARD,4,0.2965,116
Bahrain Grand Prix,HARD,5,0.402,118
Bahrain Grand Prix,HARD,6,0.465,117
Bahrain Grand Prix,HARD,7,0.606,115
Bahrain Grand Prix,HARD,8,0.666,117
Bahrain Grand Prix,HARD,9,0.704,118
Bahrain Grand Prix,HARD,10,0.7925,116
Bahrain Grand Prix,HARD,11,0.971,111
Bahrain Grand Prix,HARD,12,1.1065,112
Bahrain Grand Prix,HARD,13,1.176,107
Bahrain Grand Prix,HARD,14,1.263,100
Bahrain Grand Prix,HARD,15,1.2745,96
Bahrain Grand Prix,HARD,16,1.342,87
Bahrain Grand Prix,HARD,17,1.465,79
Bahrain Grand Prix,HARD,18,1.474,68
Bahrain Grand Prix,HARD,19,1.545,63
Bahrain Grand Prix,HARD,20,1.556,49
Bahrain Grand Prix,HARD,21,1.637,42
Bahrain Grand Prix,HARD,22,1.84,37
Bahrain Grand Prix,HARD,23,1.962,33
Bahrain Grand Prix,HARD,24,2.3335,24
Bahrain Grand Prix,HARD,25,2.378,18
Bahrain Grand Prix,HARD,26,2.469,17
Bahrain Grand Prix,HARD,27,2.31,10
Bahrain Grand Prix,HARD,28,2.588,7
Bahrain Grand Prix,HARD,29,2.9065,4
Bahrain Grand Prix,HARD,30,3.636,3
Bahrain Grand Prix,MEDIUM,2,0.0,62
Bahrain Grand Prix,MEDIUM,3,0.3565,66
Bahrain Grand Prix,MEDIUM,4,0.454,69
Bahrain Grand Prix,MEDIUM,5,0.786,69
Bahrain Grand Prix,MEDIUM,6,0.7465,76
Bahrain Grand Prix,MEDIUM,7,0.933,76
Bahrain Grand Prix,MEDIUM,8,0.9765,74
Bahrain Grand Prix,MEDIUM,9,1.025,79
Bahrain Grand Prix,MEDIUM,10,1.132,83
Bahrain Grand Prix,MEDIUM,11,1.128,79
Bahrain Grand Prix,MEDIUM,12,1.045,79
Bahrain Grand Prix,MEDIUM,13,1.2835,74
Bahrain Grand Prix,MEDIUM,14,1.153,72
Bahrain Grand Prix,MEDIUM,15,1.228,64
Bahrain Grand Prix,MEDIUM,16,1.39,61
Bahrain Grand Prix,MEDIUM,17,1.547,61
Bahrain Grand Prix,MEDIUM,18,1.482,49
Bahrain Grand Prix,MEDIUM,19,2.1425,42
Bahrain Grand Prix,MEDIUM,20,1.982,36
Bahrain Grand Prix,MEDIUM,21,2.016,28
Bahrain Grand Prix,MEDIUM,22,1.861,22
Bahrain Grand Prix,MEDIUM,23,2.363,17
Bahrain Grand Prix,MEDIUM,24,2.0385,12
Bahrain Grand Prix,MEDIUM,25,1.455,8
Bahrain Grand Prix,MEDIUM,26,1.007,6
Bahrain Grand Prix,MEDIUM,27,1.569,8
Bahrain Grand Prix,MEDIUM,28,2.344,5
Bahrain Grand Prix,MEDIUM,29,1.514,4
Bahrain Grand Prix,MEDIUM,30,1.777,3
Bahrain Grand Prix,SOFT,2,0.0,47
Bahrain Grand Prix,SOFT,3,0.0175,48
Bahrain Grand Prix,SOFT,4,0.1775,60
Bahrain Grand Prix,SOFT,5,0.0,96
Bahrain Grand Prix,SOFT,6,0.154,99
Bahrain Grand Prix,SOFT,7,0.24,98
Bahrain Grand Prix,SOFT,8,0.2545,102
Bahrain Grand Prix,SOFT,9,0.419,106
