LapNumber,GP,Year,TrackStatus,Label
44,Styrian Grand Prix,2021,1,AllClear
45,Styrian Grand Prix,2021,1,AllClear
46,Styrian Grand Prix,2021,1,AllClear
47,Styrian Grand Prix,2021,1,AllClear
48,Styrian Grand Prix,2021,1,AllClear
49,Styrian Grand Prix,2021,1,AllClear
50,Styrian Grand Prix,2021,1,AllClear
51,Styrian Grand Prix,2021,1,AllClear
52,Styrian Grand Prix,2021,1,AllClear
53,Styrian Grand Prix,2021,1,AllClear
54,Styrian Grand Prix,2021,1,AllClear
55,Styrian Grand Prix,2021,1,AllClear
56,Styrian Grand Prix,2021,1,AllClear
57,Styrian Grand Prix,2021,1,AllClear
58,Styrian Grand Prix,2021,1,AllClear
59,Styrian Grand Prix,2021,1,AllClear
60,Styrian Grand Prix,2021,1,AllClear
61,Styrian Grand Prix,2021,1,AllClear
62,Styrian Grand Prix,2021,1,AllClear
63,Styrian Grand Prix,2021,1,AllClear
64,Styrian Grand Prix,2021,1,AllClear
65,Styrian Grand Prix,2021,1,AllClear
66,Styrian Grand Prix,2021,1,AllClear
67,Styrian Grand Prix,2021,1,AllClear
68,Styrian Grand Prix,2021,1,AllClear
69,Styrian Grand Prix,2021,1,AllClear
70,Styrian Grand Prix,2021,1,AllClear
71,Styrian Grand Prix,2021,1,AllClear
1,Austrian Grand Prix,2021,4,SafetyCar
2,Austrian Grand Prix,2021,4,SafetyCar
3,Austrian Grand Prix,2021,4,SafetyCar
4,Austrian Grand Prix,2021,1,AllClear
5,Austrian Grand Prix,2021,1,AllClear
6,Austrian Grand Prix,2021,1,AllClear
7,Austrian Grand Prix,2021,1,AllClear
8,Austrian Grand Prix,2021,1,AllClear
9,Austrian Grand Prix,2021,1,AllClear
10,Austrian Grand Prix,2021,1,AllClear
11,Austrian Grand Prix,2021,1,AllClear
12,Austrian Grand Prix,2021,1,AllClear
13,Austrian Grand Prix,2021,1,AllClear
14,Austrian Grand Prix,2021,1,AllClear
15,Austrian Grand Prix,2021,1,AllClear
16,Austrian Grand Prix,2021,1,AllClear
17,Austrian Grand Prix,2021,1,AllClear
18,Austrian Grand Prix,2021,1,AllClear
19,Austrian Grand Prix,2021,1,AllClear
20,Austrian Grand Prix,2021,1,AllClear
21,Austrian Grand Prix,2021,1,AllClear
22,Austrian Grand Prix,2021,1,AllClear
23,Austrian Grand Prix,2021,1,AllClear
24,Austrian Grand Prix,2021,1,AllClear
25,Austrian Grand Prix,2021,1,AllClear
26,Austrian Grand Prix,2021,1,AllClear
27,Austrian Grand Prix,2021,1,AllClear
28,Austrian Grand Prix,2021,1,AllClear
29,Austrian Grand Prix,2021,1,AllClear
30,Austrian Grand Prix,2021,1,AllClear
31,Austrian Grand Prix,2021,1,AllClear
32,Austrian Grand Prix,2021,1,AllClear
33,Austrian Grand Prix,2021,1,AllClear
34,Austrian Grand Prix,2021,1,AllClear
35,Austrian Grand Prix,2021,1,AllClear
36,Austrian Grand Prix,2021,1,AllClear
37,Austrian Grand Prix,2021,1,AllClear
38,Austrian Grand Prix,2021,1,AllClear
39,Austrian Grand Prix,2021,1,AllClear
40,Austrian Grand Prix,2021,1,AllClear
41,Austrian Grand Prix,2021,1,AllClear
42,Austrian Grand Prix,2021,1,AllClear
43,Austrian Grand Prix,2021,1,AllClear
44,Austrian Grand Prix,2021,1,AllClear
45,Austrian Grand Prix,2021,1,AllClear
46,Austrian Grand Prix,2021,1,AllClear
47,Austrian Grand Prix,2021,1,AllClear
48,Austrian Grand Prix,2021,1,AllClear
49,Austrian Grand Prix,2021,1,AllClear
50,Austrian Grand Prix,2021,1,AllClear
51,Austrian Grand Prix,2021,1,AllClear
52,Austrian Grand Prix,2021,1,AllClear
53,Austrian Grand Prix,2021,1,AllClear
54,Austrian Grand Prix,2021,1,AllClear
55,Austrian Grand Prix,2021,1,AllClear
56,Austrian Grand Prix,2021,1,AllClear
57,Austrian Grand Prix,2021,1,AllClear
58,Austrian Grand Prix,2021,1,AllClear
59,Austrian Grand Prix,2021,1,AllClear
60,Austrian Grand Prix,2021,1,AllClear
61,Austrian Grand Prix,2021,1,AllClear
62,Austrian Grand Prix,2021,1,AllClear
63,Austrian Grand Prix,2021,1,AllClear
64,Austrian Grand Prix,2021,1,AllClear
65,Austrian Grand Prix,2021,1,AllClear
66,Austrian Grand Prix,2021,1,AllClear
67,Austrian Grand Prix,2021,1,AllClear
68,Austrian Grand Prix,2021,1,AllClear
69,Austrian Grand Prix,2021,2,Yellow
70,Austrian Grand Prix,2021,2,Yellow
71,Austrian Grand Prix,2021,2,Yellow
1,British Grand Prix,2021,4,SafetyCar
2,British Grand Prix,2021,4,SafetyCar
3,British Grand Prix,2021,1,AllClear
4,British Grand Prix,2021,2,Yellow
5,British Grand Prix,2021,1,AllClear
6,British Grand Prix,2021,1,AllClear
7,British Grand Prix,2021,1,AllClear
8,British Grand Prix,2021,1,AllClear
9,British Grand Prix,2021,1,AllClear
10,British Grand Prix,2021,1,AllClear
11,British Grand Prix,2021,1,AllClear
12,British Grand Prix,2021,1,AllClear
13,British Grand Prix,2021,1,AllClear
14,British Grand Prix,2021,1,AllClear
15,British Grand Prix,2021,1,AllClear
16,British Grand Prix,2021,1,AllClear
17,British Grand Prix,2021,1,AllClear
18,British Grand Prix,2021,1,AllClear
19,British Grand Prix,2021,1,AllClear
20,British Grand Prix,2021,1,AllClear
21,British Grand Prix,2021,1,AllClear
22,British Grand Prix,2021,1,AllClear
23,British Grand Prix,2021,1,AllClear
24,British Grand Prix,2021,1,AllClear
25,British Grand Prix,2021,1,AllClear
26,British Grand Prix,2021,1,AllClear
27,British Grand Prix,2021,1,AllClear
28,British Grand Prix,2021,1,AllClear
29,British Grand Prix,2021,1,AllClear
30,British Grand Prix,2021,1,AllClear
31,British Grand Prix,2021,1,AllClear
32,British Grand Prix,2021,1,AllClear
33,British Grand Prix,2021,1,AllClear
34,British Grand Prix,2021,1,AllClear
35,British Grand Prix,2021,1,AllClear
36,British Grand Prix,2021,1,AllClear
37,British Grand Prix,2021,1,AllClear
38,British Grand Prix,2021,1,AllClear
39,British Grand Prix,2021,1,AllClear
40,British Grand Prix,2021,1,AllClear
41,British Grand Prix,2021,1,AllClear
42,British Grand Prix,2021,1,AllClear
43,British Grand Prix,2021,1,AllClear
44,British Grand Prix,2021,1,AllClear
45,British Grand Prix,2021,1,AllClear
46,British Grand Prix,2021,2,Yellow
47,British Grand Prix,2021,2,Yellow
48,British Grand Prix,2021,1,AllClear
49,British Grand Prix,2021,1,AllClear
50,British Grand Prix,2021,1,AllClear
51,British Grand Prix,2021,1,AllClear
52,British Grand Prix,2021,1,AllClear
1,Belgian Grand Prix,2021,1,AllClear
2,Belgian Grand Prix,2021,1,AllClear
3,Belgian Grand Prix,2021,1,AllClear
1,Dutch Grand Prix,2021,1,AllClear
2,Dutch Grand Prix,2021,1,AllClear
3,Dutch Grand Prix,2021,1,AllClear
4,Dutch Grand Prix,2021,1,AllClear
5,Dutch Grand Prix,2021,1,AllClear
6,Dutch Grand Prix,2021,1,AllClear
7,Dutch Grand Prix,2021,1,AllClear
8,Dutch Grand Prix,2021,1,AllClear
9,Dutch Grand Prix,2021,1,AllClear
10,Dutch Grand Prix,2021,1,AllClear
11,Dutch Grand Prix,2021,1,AllClear
12,Dutch Grand Prix,2021,1,AllClear
13,Dutch Grand Prix,2021,1,AllClear
14,Dutch Grand Prix,2021,1,AllClear
15,Dutch Grand Prix,2021,1,AllClear
16,Dutch Grand Prix,2021,1,AllClear
17,Dutch Grand Prix,2021,1,AllClear
18,Dutch Grand Prix,2021,1,AllClear
19,Dutch Grand Prix,2021,1,AllClear
20,Dutch Grand Prix,2021,1,AllClear
21,Dutch Grand Prix,2021,1,AllClear
22,Dutch Grand Prix,2021,1,AllClear
23,Dutch Grand Prix,2021,1,AllClear
24,Dutch Grand Prix,2021,1,AllClear
25,Dutch Grand Prix,2021,1,AllClear
26,Dutch Grand Prix,2021,1,AllClear
27,Dutch Grand Prix,2021,1,AllClear
28,Dutch Grand Prix,2021,1,AllClear
29,Dutch Grand Prix,2021,1,AllClear
30,Dutch Grand Prix,2021,1,AllClear
31,Dutch Grand Prix,2021,1,AllClear
32,Dutch Grand Prix,2021,1,AllClear
33,Dutch Grand Prix,2021,1,AllClear
34,Dutch Grand Prix,2021,1,AllClear
35,Dutch Grand Prix,2021,2,Yellow
36,Dutch Grand Prix,2021,2,Yellow
37,Dutch Grand Prix,2021,2,Yellow
38,Dutch Grand Prix,2021,1,AllClear
39,Dutch Grand Prix,2021,1,AllClear
40,Dutch Grand Prix,2021,1,AllClear
41,Dutch Grand Prix,2021,1,AllClear
42,Dutch Grand Prix,2021,1,AllClear
43,Dutch Grand Prix,2021,1,AllClear
44,Dutch Grand Prix,2021,1,AllClear
45,Dutch Grand Prix,2021,1,AllClear
46,Dutch Grand Prix,2021,1,AllClear
47,Dutch Grand Prix,2021,1,AllClear
48,Dutch Grand Prix,2021,1,AllClear
49,Dutch Grand Prix,2021,1,AllClear
50,Dutch Grand Prix,2021,1,AllClear
51,Dutch Grand Prix,2021,1,AllClear
52,Dutch Grand Prix,2021,1,AllClear
53,Dutch Grand Prix,2021,1,AllClear
54,Dutch Grand Prix,2021,1,AllClear
55,Dutch Grand Prix,2021,1,AllClear
56,Dutch Grand Prix,2021,1,AllClear
57,Dutch Grand Prix,2021,1,AllClear
58,Dutch Grand Prix,2021,1,AllClear
59,Dutch Grand Prix,2021,1,AllClear
60,Dutch Grand Prix,2021,1,AllClear
61,Dutch Grand Prix,2021,1,AllClear
62,Dutch Grand Prix,2021,1,AllClear
63,Dutch Grand Prix,2021,1,AllClear
64,Dutch Grand Prix,2021,1,AllClear
65,Dutch Grand Prix,2021,1,AllClear
66,Dutch Grand Prix,2021,1,AllClear
67,Dutch Grand Prix,2021,1,AllClear
68,Dutch Grand Prix,2021,1,AllClear
69,Dutch Grand Prix,2021,1,AllClear
70,Dutch Grand Prix,2021,1,AllClear
71,Dutch Grand Prix,2021,1,AllClear
72,Dutch Grand Prix,2021,1,AllClear
1,Italian Grand Prix,2021,6,VSC
2,Italian Grand Prix,2021,6,VSC
3,Italian Grand Prix,2021,1,AllClear
4,Italian Grand Prix,2021,1,AllClear
5,Italian Grand Prix,2021,1,AllClear
6,Italian Grand Prix,2021,1,AllClear
7,Italian Grand Prix,2021,1,AllClear
8,Italian Grand Prix,2021,1,AllClear
9,Italian Grand Prix,2021,1,AllClear
10,Italian Grand Prix,2021,1,AllClear
11,Italian Grand Prix,2021,1,AllClear
12,Italian Grand Prix,2021,1,AllClear
13,Italian Grand Prix,2021,1,AllClear
14,Italian Grand Prix,2021,1,AllClear
15,Italian Grand Prix,2021,1,AllClear
16,Italian Grand Prix,2021,1,AllClear
17,Italian Grand Prix,2021,1,AllClear
18,Italian Grand Prix,2021,1,AllClear
19,Italian Grand Prix,2021,1,AllClear
20,Italian Grand Prix,2021,1,AllClear
21,Italian Grand Prix,2021,1,AllClear
22,Italian Grand Prix,2021,1,AllClear
23,Italian Grand Prix,2021,1,AllClear
24,Italian Grand Prix,2021,1,AllClear
25,Italian Grand Prix,2021,4,SafetyCar
26,Italian Grand Prix,2021,4,SafetyCar
27,Italian Grand Prix,2021,4,SafetyCar
28,Italian Grand Prix,2021,4,SafetyCar
29,Italian Grand Prix,2021,4,SafetyCar
30,Italian Grand Prix,2021,4,SafetyCar
31,Italian Grand Prix,2021,1,AllClear
32,Italian Grand Prix,2021,2,Yellow
33,Italian Grand Prix,2021,1,AllClear
34,Italian Grand Prix,2021,1,AllClear
35,Italian Grand Prix,2021,1,AllClear
36,Italian Grand Prix,2021,1,AllClear
37,Italian Grand Prix,2021,1,AllClear
38,Italian Grand Prix,2021,1,AllClear
39,Italian Grand Prix,2021,1,AllClear
40,Italian Grand Prix,2021,2,Yellow
41,Italian Grand Prix,2021,2,Yellow
42,Italian Grand Prix,2021,6,VSC
43,Italian Grand Prix,2021,6,VSC
44,Italian Grand Prix,2021,6,VSC
45,Italian Grand Prix,2021,1,AllClear
46,Italian Grand Prix,2021,1,AllClear
47,Italian Grand Prix,2021,1,AllClear
48,Italian Grand Prix,2021,1,AllClear
49,Italian Grand Prix,2021,1,AllClear
50,Italian Grand Prix,2021,1,AllClear
51,Italian Grand Prix,2021,1,AllClear
52,Italian Grand Prix,2021,1,AllClear
53,Italian Grand Prix,2021,1,AllClear
1,United States Grand Prix,2021,2,Yellow
2,United States Grand Prix,2021,1,AllClear
3,United States Grand Prix,2021,1,AllClear
4,United States Grand Prix,2021,1,AllClear
5,United States Grand Prix,2021,1,AllClear
6,United States Grand Prix,2021,1,AllClear
7,United States Grand Prix,2021,1,AllClear
8,United States Grand Prix,2021,1,AllClear
9,United States Grand Prix,2021,1,AllClear
10,United States Grand Prix,2021,1,AllClear
11,United States Grand Prix,2021,1,AllClear
12,United States Grand Prix,2021,1,AllClear
13,United States Grand Prix,2021,1,AllClear
14,United States Grand Prix,2021,1,AllClear
15,United States Grand Prix,2021,1,AllClear
16,United States Grand Prix,2021,1,AllClear
17,United States Grand Prix,2021,1,AllClear
18,United States Grand Prix,2021,1,AllClear
19,United States Grand Prix,2021,1,AllClear
20,United States Grand Prix,2021,1,AllClear
21,United States Grand Prix,2021,1,AllClear
22,United States Grand Prix,2021,1,AllClear
23,United States Grand Prix,2021,1,AllClear
24,United States Grand Prix,2021,1,AllClear
25,United States Grand Prix,2021,1,AllClear
26,United States Grand Prix,2021,6,VSC
27,United States Grand Prix,2021,6,VSC
28,United States Grand Prix,2021,6,VSC
29,United States Grand Prix,2021,1,AllClear
30,United States Grand Prix,2021,1,AllClear
31,United States Grand Prix,2021,1,AllClear
32,United States Grand Prix,2021,1,AllClear
33,United States Grand Prix,2021,1,AllClear
34,United States Grand Prix,2021,1,AllClear
35,United States Grand Prix,2021,1,AllClear
36,United States Grand Prix,2021,1,AllClear
37,United States Grand Prix,2021,1,AllClear
38,United States Grand Prix,2021,1,AllClear
39,United States Grand Prix,2021,1,AllClear
40,United States Grand Prix,2021,1,AllClear
41,United States Grand Prix,2021,1,AllClear
42,United States Grand Prix,2021,1,AllClear
43,United States Grand Prix,2021,1,AllClear
44,United States Grand Prix,2021,1,AllClear
45,United States Grand Prix,2021,1,AllClear
46,United States Grand Prix,2021,1,AllClear
47,United States Grand Prix,2021,1,AllClear
48,United States Grand Prix,2021,1,AllClear
49,United States Grand Prix,2021,1,AllClear
50,United States Grand Prix,2021,2,Yellow
51,United States Grand Prix,2021,2,Yellow
52,United States Grand Prix,2021,2,Yellow
53,United States Grand Prix,2021,2,Yellow
54,United States Grand Prix,2021,1,AllClear
55,United States Grand Prix,2021,1,AllClear
56,United States Grand Prix,2021,1,AllClear
